TYPE,ADDRESS,CITY,DATE,TIME
Larceny,1100  First North St,Syracuse,8/16/17,1:50 AM
Larceny,2800  Marietta Rd,Marietta,7/8/17,1:50 AM
Robbery,2200  Brewerton Rd,Syracuse,9/23/17,1:50 AM
Burglary,1600  Erie Blvd E,Syracuse,9/13/17,1:51 AM
Larceny,100  Sunrise Dr,Syracuse,12/8/17,1:51 AM
Aggravated assault,100  N  Midler Av,Syracuse,9/25/17,1:52 AM
Aggravated assault,100  Ballantyne Rd,Syracuse,11/24/17,1:53 AM
Aggravated assault,800  Butternut St,Syracuse,7/22/17,1:53 AM
Larceny,900  James St,Syracuse,10/1/17,1:53 AM
Burglary,500  Kirkpatrick St,Syracuse,8/28/17,1:54 AM
Larceny,7200  N Henry Clay Blvd,Liverpool,8/8/17,1:54 AM
Aggravated assault,2800  Brewerton Rd,Syracuse,6/25/17,1:55 AM
Larceny,1000  Seventh North St,Liverpool,8/6/17,1:55 AM
Larceny,100  Doll Pkwy,Syracuse,6/28/17,1:55 AM
Burglary,6500  Fremont Rd,East Syracuse,7/13/17,1:56 AM
Larceny,8400  Grandview Dr,Cicero,11/17/17,1:56 AM
Aggravated assault,1400  W  Genesee St,Syracuse,12/2/17,1:57 AM
Aggravated assault,300  Valley Dr,Syracuse,7/17/17,1:57 AM
Aggravated assault,100  Roney Rd,Syracuse,7/2/17,1:57 AM
Larceny,0  Ball Rd,Syracuse,2/22/18,1:57 AM
Vehicle theft,300  Chestnut St,Syracuse,8/27/17,1:57 AM
Aggravated assault,200  Wolf St,Syracuse,10/6/17,1:58 AM
Burglary,6400  Fremont Rd,East Syracuse,8/11/17,1:58 AM
Larceny,100  E  Onondaga St,Syracuse,7/19/17,1:59 AM
Aggravated assault,300  W  Genesse St,Syracuse,2/18/18,2:00 AM
Aggravated assault,1900  W  Fayette St,Syracuse,1/28/18,2:00 AM
Burglary,500  Talman St,Syracuse,12/18/17,2:00 AM
Burglary,0  Presidential Ct,Syracuse,10/17/17,2:00 AM
Burglary,200  Hier Av,Syracuse,9/27/17,2:00 AM
Burglary,700  S  Geddes St,Syracuse,7/20/17,2:00 AM
Larceny,200  W  Jefferson St,Syracuse,3/2/18,2:00 AM
Larceny,900  Park Av,Syracuse,2/18/18,2:00 AM
Larceny,100  Woodlawn Ter,Syracuse,2/17/18,2:00 AM
Larceny,700  Ostrom Av,Syracuse,2/9/18,2:00 AM
Larceny,100  Mather St,Syracuse,1/20/18,2:00 AM
Larceny,800  Ackerman Av,Syracuse,1/20/18,2:00 AM
Larceny,800  Ackerman Av,Syracuse,1/20/18,2:00 AM
Larceny,100  Munson Dr,Syracuse,12/24/17,2:00 AM
Larceny,100  Colby Av,Syracuse,12/18/17,2:00 AM
Larceny,300  N  Clinton St,Syracuse,12/16/17,2:00 AM
Larceny,100  Willis Av,Syracuse,11/25/17,2:00 AM
Larceny,100  Winsor Pl,Syracuse,11/12/17,2:00 AM
Larceny,100  E  Onondaga St,Syracuse,11/5/17,2:00 AM
Larceny,700  Wolf St,Syracuse,10/8/17,2:00 AM
Larceny,300  Merriman Av,Syracuse,9/24/17,2:00 AM
Larceny,600  Helen St,Syracuse,8/12/17,2:00 AM
Larceny,1100  Bellevue Av,Syracuse,7/25/17,2:00 AM
Larceny,100  St Anne Dr,Syracuse,7/7/17,2:00 AM
Robbery,200  Mcclennan Av,Syracuse,3/3/18,2:00 AM
Robbery,200  Furman St,Syracuse,12/6/17,2:00 AM
Vehicle theft,200  State Fair Blvd,Syracuse,9/15/17,2:00 AM
Larceny,1  Destiny Usa Dr,Syracuse,8/7/17,2:01 AM
Larceny,1  Destiny Usa Dr,Syracuse,8/7/17,2:01 AM
Aggravated assault,900  Church St,Syracuse,3/18/18,2:03 AM
Aggravated assault,100  Martin Luther King      W,Syracuse,8/4/17,2:03 AM
Larceny,300  Whittier Av,Syracuse,7/12/17,2:03 AM
Aggravated assault,1200  S  State St,Syracuse,10/8/17,2:04 AM
Burglary,1900  Glenwood Av,Syracuse,9/28/17,2:05 AM
Larceny,4700  Onondaga Blvd,Syracuse,2/8/18,2:09 AM
Larceny,500  Yale Av,Syracuse,9/4/17,2:09 AM
Larceny,1100  N  Salina St,Syracuse,6/12/17,2:09 AM
Aggravated assault,1000  Madison St,Syracuse,9/10/17,2:10 AM
Burglary,2900  Erie Blvd E,Syracuse,8/20/17,2:10 AM
Burglary,600  E  Division St,Syracuse,6/18/17,2:10 AM
Larceny,700  S  Beech St,Syracuse,7/27/17,2:10 AM
Burglary,100  Comstock Av,Syracuse,6/20/17,2:11 AM
Larceny,400  Electronics Pkwy,Syracuse,8/24/17,2:11 AM
Robbery,300  Prospect Av,Syracuse,9/26/17,2:11 AM
Larceny,4700  Onondaga Blvd,Syracuse,2/22/18,2:13 AM
Robbery,600  S  West St,Syracuse,11/3/17,2:13 AM
Robbery,300  Woodland Rd,Syracuse,11/3/17,2:14 AM
Aggravated assault,1300  Butternut St,Syracuse,2/15/18,2:15 AM
Aggravated assault,1800  E  Fayette St,Syracuse,1/19/18,2:15 AM
Aggravated assault,200  Lafayette Rd,Syracuse,10/8/17,2:15 AM
Aggravated assault,200  Westmoreland Av,Syracuse,7/29/17,2:15 AM
Burglary,0  Hardwicke Dr,Syracuse,10/14/17,2:15 AM
Burglary,100  Neutral Ct,Syracuse,6/24/17,2:15 AM
Burglary,100  John St,Syracuse,6/17/17,2:15 AM
Larceny,100  Marshall St,Syracuse,11/5/17,2:15 AM
Larceny,500  University Pl,Syracuse,9/8/17,2:15 AM
Larceny,3200  Brighton Pl,Syracuse,9/7/17,2:15 AM
Larceny,1400  Grant Blvd,Syracuse,7/13/17,2:15 AM
Robbery,100  Montgomery St,Syracuse,8/26/17,2:15 AM
Vehicle theft,100  Comstock Pl,Syracuse,9/21/17,2:15 AM
Aggravated assault,1300  Highland St,Syracuse,7/9/17,2:17 AM
Burglary,300  Erie St,Syracuse,9/5/17,2:18 AM
Larceny,5300  W Genesee St,Camillus,6/18/17,2:18 AM
Robbery,7200  State Fair Blvd,Syracuse,7/30/17,2:18 AM
Burglary,0  Presidential Ct,Syracuse,10/18/17,2:19 AM
Larceny,100  Jamesville Av,Syracuse,7/30/17,2:19 AM
Aggravated assault,600  W  Genesee St,Syracuse,10/1/17,2:20 AM
Aggravated assault,1100  N  Salina St,Syracuse,7/15/17,2:20 AM
Burglary,300  Erie St,Syracuse,10/16/17,2:20 AM
Burglary,1700  Lodi St,Syracuse,9/3/17,2:20 AM
Burglary,2700  Erie Blvd E,Syracuse,7/25/17,2:20 AM
Burglary,7800  Oswego Rd,,6/21/17,2:20 AM
Larceny,300  N  Clinton St,Syracuse,8/25/17,2:20 AM
Larceny,400  Old Liverpool Rd,Liverpool,10/1/17,2:21 AM
Vehicle theft,5800  E Circle Dr,Cicero,3/7/18,2:21 AM
Aggravated assault,100  Mary St,Syracuse,6/13/17,2:23 AM
Aggravated assault,100  Route 5,Weedsport,7/29/17,2:24 AM
Aggravated assault,700  Butternut St,Syracuse,1/1/18,2:25 AM
Aggravated assault,400  Tompkins St,Syracuse,11/4/17,2:25 AM
Burglary,400  W  Onondaga St,Syracuse,12/28/17,2:25 AM
Burglary,100  Wall St,Syracuse,12/27/17,2:25 AM
Burglary,100  Wall St,Syracuse,12/27/17,2:25 AM
Larceny,300  Gertrude St,Syracuse,9/10/17,2:25 AM
Burglary,0  Town Garden Dr,Liverpool,10/23/17,2:26 AM
Larceny,1100  Third St,Syracuse,6/15/17,2:27 AM
Burglary,100  S  Warren St,Syracuse,8/15/17,2:28 AM
Larceny,100  Plaxdale Rd,Liverpool,1/11/18,2:28 AM
Aggravated assault,100  Marshall St,Syracuse,12/10/17,2:29 AM
Aggravated assault,100  Herbert St,Syracuse,11/5/17,2:30 AM
Aggravated assault,0  Candlelight Cir,Liverpool,10/29/17,2:30 AM
Aggravated assault,1100  Teal Av,Syracuse,10/7/17,2:30 AM
Aggravated assault,300  W  Fayette St,Syracuse,9/2/17,2:30 AM
Aggravated assault,200  Lime St,Syracuse,8/1/17,2:30 AM
Burglary,4000  New Court Av,DeWitt,10/1/17,2:30 AM
Burglary,100  Robinson St,Syracuse,6/24/17,2:30 AM
Larceny,400  Tennyson Av,Syracuse,2/20/18,2:30 AM
Larceny,200  W  Matson Av,Syracuse,11/29/17,2:30 AM
Larceny,400  Butternut St,Syracuse,9/30/17,2:30 AM
Larceny,700  Westcott St,Syracuse,9/8/17,2:30 AM
Larceny,800  Ackerman Av,Syracuse,8/21/17,2:30 AM
Larceny,300  W  Fayette St,Syracuse,7/29/17,2:30 AM
Vehicle theft,1300  Midland Av,Syracuse,8/12/17,2:30 AM
Vehicle theft,0  Sherry Dr,Syracuse,6/12/17,2:30 AM
Burglary,400  Ash St,Syracuse,8/31/17,2:32 AM
Burglary,100  Lincoln Park Dr,Syracuse,1/28/18,2:34 AM
Larceny,1500  E  Genesee St,Syracuse,9/15/17,2:34 AM
Larceny,100  W Seneca St,Manlius,8/22/17,2:34 AM
Larceny,1700  Grant Blvd,Syracuse,8/1/17,2:34 AM
Larceny,400  Crawford Av,Syracuse,8/12/17,2:35 AM
Burglary,200  Herald Pl,Syracuse,8/4/17,2:37 AM
Larceny,6200  Mud Mill Rd,Brewerton,7/20/17,2:37 AM
Larceny,500  Hinsdale Rd,Camillus,8/9/17,2:38 AM
Aggravated assault,900  S  Townsend St,Syracuse,8/10/17,2:39 AM
Burglary,100  Tennyson Av,Syracuse,8/3/17,2:39 AM
Larceny,300  S  Salina St,Syracuse,10/15/17,2:39 AM
Aggravated assault,400  S  Edwards Av,Syracuse,12/10/17,2:40 AM
Burglary,100  Steuben St,Syracuse,2/8/18,2:40 AM
Larceny,4600  Kasson Rd,Syracuse,12/5/17,2:41 AM
Aggravated assault,200  Shonnard St,Syracuse,9/21/17,2:42 AM
Vehicle theft,100  Marshall St,Syracuse,12/3/17,2:42 AM
Larceny,400  Tyler Ter,Liverpool,10/22/17,2:43 AM
Robbery,0  Lawrence St,Syracuse,6/15/17,2:43 AM
Larceny,100  Marshall St,Syracuse,9/30/17,2:44 AM
Burglary,4200  Milton Av,Camillus,7/21/17,2:45 AM
Larceny,4700  Onondaga Blvd,Syracuse,10/28/17,2:45 AM
Larceny,900  Lancaster Av,Syracuse,7/22/17,2:45 AM
Robbery,100  Woodruff Av,Syracuse,11/11/17,2:45 AM
Vehicle theft,1200  W  Fayette St,Syracuse,12/9/17,2:45 AM
Larceny,700  S  Crouse Av,Syracuse,3/1/18,2:47 AM
Aggravated assault,700  E  Genesee St,Syracuse,1/1/18,2:48 AM
Robbery,700  Irving Av,Syracuse,1/1/18,2:48 AM
Aggravated assault,3300  W Genesee St,Syracuse,2/25/18,2:49 AM
Larceny,700  Irving Av,Syracuse,11/9/17,2:49 AM
Larceny,200  Paul Av,Syracuse,8/31/17,2:49 AM
Aggravated assault,600  Hartlot St,Elbridge,11/22/17,2:50 AM
Burglary,100  Wolf St,Syracuse,1/2/18,2:50 AM
Burglary,100  Seventh North St St,Syracuse,10/21/17,2:50 AM
Burglary,1000  W  Fayette St,Syracuse,7/17/17,2:50 AM
Larceny,100  W Manlius St,East Syracuse,7/19/17,2:50 AM
Robbery,1300  Oak St,Syracuse,8/26/17,2:50 AM
Aggravated assault,600  Teall Av,Syracuse,12/22/17,2:51 AM
Aggravated assault,600  Teall Av,Syracuse,12/22/17,2:51 AM
Burglary,100  Saddlestone Pl,Camillus,10/13/17,2:51 AM
Larceny,100  Duerr Rd,Liverpool,3/9/18,2:51 AM
Burglary,1  Destiny Usa Dr,Syracuse,6/29/17,2:53 AM
Burglary,500  Carbon St,Syracuse,6/21/17,2:53 AM
Robbery,400  Highland St,Syracuse,6/22/17,2:53 AM
Vehicle theft,400  S  Beech St,Syracuse,11/5/17,2:54 AM
Aggravated assault,100  Fillmore Av,Syracuse,9/10/17,2:55 AM
Aggravated assault,100  Dablon Ct,Syracuse,7/29/17,2:55 AM
Aggravated assault,100  Edgemere Rd,Syracuse,6/18/17,2:56 AM
Larceny,100  Farrell Rd,Syracuse,11/7/17,2:56 AM
Aggravated assault,100  Oak St,Syracuse,7/16/17,2:57 AM
Larceny,1300  Butternut St,Syracuse,2/13/18,2:57 AM
Larceny,6500  Thompson Rd,Syracuse,1/28/18,2:57 AM
Aggravated assault,100  Fernwood Av,Syracuse,7/18/17,2:59 AM
Burglary,700  E  Laurel St,Syracuse,12/25/17,2:59 AM
Vehicle theft,200  Congress Av,Syracuse,12/7/17,2:59 AM
Aggravated assault,100  Worth Av,Syracuse,12/22/17,3:00 AM
Aggravated assault,500  Wolf St,Syracuse,8/12/17,3:00 AM
Aggravated assault,100  W  Fayette St,Syracuse,8/1/17,3:00 AM
Aggravated assault,300  Sterling Av,Syracuse,6/17/17,3:00 AM
Burglary,1000  E  Colvin St,Syracuse,1/15/18,3:00 AM
Burglary,700  Euclid Av,Syracuse,12/16/17,3:00 AM
Burglary,1200  W  Onondage St,Syracuse,9/10/17,3:00 AM
Burglary,1300  E  Genesee St,Syracuse,6/25/17,3:00 AM
Larceny,300  Comstock Av,Syracuse,1/28/18,3:00 AM
Larceny,300  W  Colvin St,Syracuse,12/7/17,3:00 AM
Larceny,100  Seymour St,Syracuse,12/3/17,3:00 AM
Larceny,100  South Av,Syracuse,10/30/17,3:00 AM
Larceny,100  Ballard Av,Syracuse,10/28/17,3:00 AM
Larceny,700  Livingston Av,Syracuse,10/7/17,3:00 AM
Larceny,3400  James St,Syracuse,9/14/17,3:00 AM
Larceny,100  Leslee Ter,Syracuse,9/3/17,3:00 AM
Larceny,1000  E  Genesee St,Syracuse,8/30/17,3:00 AM
Larceny,100  Shirley Rd,Syracuse,8/28/17,3:00 AM
Larceny,100  Mccormick Av,Syracuse,7/15/17,3:00 AM
Larceny,100  Valley Dr,Syracuse,7/4/17,3:00 AM
Larceny,200  Mlk      E,Syracuse,6/23/17,3:00 AM
Larceny,100  Berkeley Dr,Syracuse,6/11/17,3:00 AM
Robbery,200  Dale St,Syracuse,1/19/18,3:00 AM
Robbery,1200  Willis Av,Syracuse,6/17/17,3:00 AM
Vehicle theft,400  Boyden St,Syracuse,2/24/18,3:00 AM
Vehicle theft,100  Wood Av,Syracuse,10/28/17,3:00 AM
Vehicle theft,100  N  Geddes St,Syracuse,9/27/17,3:00 AM
Vehicle theft,100  W  Court St,Syracuse,9/15/17,3:00 AM
Vehicle theft,200  Croly St,Syracuse,8/12/17,3:00 AM
Vehicle theft,900  Butternut St,Syracuse,7/21/17,3:00 AM
Vehicle theft,600  Highland St,Syracuse,7/17/17,3:00 AM
Aggravated assault,1200  E  Fayette St,Syracuse,9/24/17,3:01 AM
Aggravated assault,0  Warren St,Tully,7/3/17,3:01 AM
Burglary,300  Mains Av,Syracuse,2/15/18,3:01 AM
Larceny,200  Berwick Rd N,Syracuse,12/18/17,3:01 AM
Burglary,2800  Erie Blvd E,Syracuse,10/10/17,3:02 AM
Larceny,100  Beresford Ln,Minoa,10/9/17,3:02 AM
Larceny,4700  Onondaga Blvd,Syracuse,9/20/17,3:03 AM
Burglary,200  Academy Pl,Syracuse,8/15/17,3:05 AM
Burglary,200  Furman St,Syracuse,8/7/17,3:05 AM
Burglary,1300  Erie Blvd W,Syracuse,7/29/17,3:05 AM
Larceny,1100  N  Salina St,Syracuse,8/10/17,3:05 AM
Larceny,100  Genesee Park Dr,Syracuse,7/21/17,3:05 AM
Burglary,1000  Valley Dr,Syracuse,7/11/17,3:06 AM
Larceny,100  Hudson St,Syracuse,10/9/17,3:06 AM
Aggravated assault,200  Beley Av,Syracuse,12/21/17,3:07 AM
Larceny,5300  W Genesee St,Camillus,2/19/18,3:07 AM
Burglary,1200  Milton Av,Syracuse,10/20/17,3:08 AM
Larceny,5300  W Genesee St,Camillus,11/22/17,3:10 AM
Larceny,300  Euclid Av,Syracuse,7/2/17,3:10 AM
Vehicle theft,4400  Route 80,Nedrow,9/6/17,3:11 AM
Burglary,200  S  Salina St,Syracuse,9/19/17,3:12 AM
Burglary,700  S  Geddes St,Syracuse,8/7/17,3:12 AM
Aggravated assault,1400  N  Salina St,Syracuse,8/6/17,3:14 AM
Larceny,1100  Court St,Syracuse,2/26/18,3:15 AM
Larceny,8000  Brewerton Rd,Cicero,1/12/18,3:15 AM
Aggravated assault,2000  Lawrence Rd,Marcellus,10/14/17,3:16 AM
Larceny,300  Old Liverpool Rd,Liverpool,9/1/17,3:16 AM
Robbery,900  E  Genesee St,Syracuse,12/12/17,3:16 AM
Robbery,400  E  Raynor Av,Syracuse,9/7/17,3:16 AM
Larceny,100  West End Dr,Syracuse,7/3/17,3:19 AM
Larceny,900  Ackerman Av,Syracuse,9/23/17,3:20 AM
Vehicle theft,200  Brooklea Pl,Syracuse,7/31/17,3:22 AM
Aggravated assault,700  E  Adams St,Syracuse,9/24/17,3:23 AM
Larceny,300  Towne Dr,Fayetteville,7/1/17,3:23 AM
Vehicle theft,400  Elliott St,Syracuse,12/8/17,3:23 AM
Larceny,0  Berklin Dr,Fayetteville,1/29/18,3:24 AM
Burglary,1000  Erie Blvd E,Syracuse,8/5/17,3:25 AM
Burglary,1900  South Av,Syracuse,7/3/17,3:25 AM
Larceny,100  Edgemere Rd,Syracuse,10/14/17,3:26 AM
Robbery,7400  Morgan Rd,Liverpool,6/28/17,3:26 AM
Burglary,2900  Milton Av,Syracuse,9/21/17,3:27 AM
Larceny,0  Candlelight Cir,Liverpool,8/3/17,3:27 AM
Burglary,900  S  Salina St,Syracuse,12/28/17,3:28 AM
Larceny,4000  Route 31,Liverpool,10/2/17,3:28 AM
Burglary,700  N  Alvord St,Syracuse,12/17/17,3:29 AM
Burglary,1800  Grant Blvd,Syracuse,8/10/17,3:29 AM
Aggravated assault,200  Kirk Av,Syracuse,1/13/18,3:30 AM
Aggravated assault,200  Putnam St,Syracuse,9/24/17,3:30 AM
Burglary,1000  James St,Syracuse,8/26/17,3:30 AM
Burglary,2100  Park St,Syracuse,6/16/17,3:30 AM
Larceny,200  W  Willow St,Syracuse,2/19/18,3:30 AM
Larceny,400  S  Clinton St,Syracuse,7/22/17,3:30 AM
Larceny,400  Village Dr,Syracuse,6/26/17,3:30 AM
Robbery,100  Cortland Av,Syracuse,10/14/17,3:30 AM
Burglary,1900  South Av,Syracuse,9/11/17,3:31 AM
Larceny,8900  Brewerton Rd,Brewerton,11/8/17,3:32 AM
Aggravated assault,100  Dickerson St,Syracuse,12/1/17,3:33 AM
Larceny,600  W  Brighton Av,Syracuse,11/23/17,3:33 AM
Larceny,500  S  Crouse Av,Syracuse,1/5/18,3:34 AM
Aggravated assault,100  E  Kennedy St,Syracuse,8/16/17,3:35 AM
Aggravated assault,700  E  Adams St,Syracuse,10/24/17,3:36 AM
Robbery,6500  Thompson Rd,East Syracuse,6/21/17,3:36 AM
Larceny,400  Old Liverpool Rd,Liverpool,3/3/18,3:37 AM
Larceny,5400  Meltzer Ct,Cicero,10/12/17,3:37 AM
Aggravated assault,800  Sumner Av,Syracuse,10/29/17,3:38 AM
Larceny,0  E Genesee St,Baldwinsville,8/11/17,3:39 AM
Larceny,200  Moore Av,Syracuse,7/27/17,3:40 AM
Aggravated assault,6000  S Salina St,Syracuse,1/13/18,3:41 AM
Aggravated assault,100  Dickerson St,Syracuse,12/14/17,3:41 AM
Burglary,1100  Harrison St,Syracuse,1/24/18,3:42 AM
Larceny,700  Sunnycrest Rd,Syracuse,1/27/18,3:44 AM
Aggravated assault,3900  Lafayette Rd,Jamesville,10/22/17,3:45 AM
Burglary,1200  Wolf St,Syracuse,9/3/17,3:45 AM
Burglary,6900  S Salina St,Nedrow,8/5/17,3:47 AM
Larceny,5400  South Bay Rd,Syracuse,10/11/17,3:47 AM
Vehicle theft,5700  Lincoln Av,Cicero,11/13/17,3:47 AM
Aggravated assault,300  Prospect Av,Syracuse,11/12/17,3:48 AM
Vehicle theft,8100  Parma Cir,Clay,12/7/17,3:48 AM
Larceny,400  S Orchard Rd,Syracuse,9/3/17,3:49 AM
Larceny,700  Orwood Pl,Syracuse,12/23/17,3:50 AM
Larceny,500  S  Clinton St,Syracuse,10/31/17,3:50 AM
Larceny,200  Euclid Av,Syracuse,9/15/17,3:50 AM
Larceny,4800  Ne Townline Rd,Marcellus,2/8/18,3:51 AM
Larceny,6000  S Salina St,Syracuse,10/9/17,3:51 AM
Burglary,1100  W  Colvin St,Syracuse,10/28/17,3:55 AM
Burglary,200  Hood Av,Syracuse,9/7/17,3:55 AM
Larceny,100  W Molloy Rd,Syracuse,11/14/17,3:55 AM
Larceny,100  Valley Dr,Syracuse,9/19/17,3:55 AM
Larceny,200  W Genesee St,Fayetteville,1/30/18,3:56 AM
Aggravated assault,300  Tully St,Syracuse,9/9/17,3:57 AM
Larceny,200  N  State St,Syracuse,2/27/18,3:59 AM
Aggravated assault,600  N  Salina St,Syracuse,2/21/18,4:00 AM
Aggravated assault,1000  N  State St,Syracuse,2/5/18,4:00 AM
Aggravated assault,1900  E  Fayette St,Syracuse,6/24/17,4:00 AM
Burglary,400  Seward St,Syracuse,1/15/18,4:00 AM
Burglary,300  Baker Av,Syracuse,10/7/17,4:00 AM
Burglary,100  Steuben St,Syracuse,6/28/17,4:00 AM
Larceny,100  Daisy St,Syracuse,10/19/17,4:00 AM
Larceny,1600  N  Salina St,Syracuse,9/20/17,4:00 AM
Larceny,800  Ackerman Av,Syracuse,8/24/17,4:00 AM
Vehicle theft,1000  James St,Syracuse,2/23/18,4:00 AM
Vehicle theft,700  Stolp Av,Syracuse,2/18/18,4:00 AM
Vehicle theft,400  Rich St,Syracuse,12/3/17,4:00 AM
Burglary,200  Empire Av,Syracuse,9/10/17,4:01 AM
Burglary,2800  Brewerton Rd,,10/8/17,4:02 AM
Larceny,400  Raphael Av,Syracuse,12/14/17,4:03 AM
Larceny,300  Pine St,Syracuse,10/26/17,4:03 AM
Robbery,3900  S  Salina St,Syracuse,2/1/18,4:03 AM
Vehicle theft,500  W  Newell St,Syracuse,10/11/17,4:03 AM
Burglary,300  Ostrom Av,Syracuse,1/11/18,4:04 AM
Larceny,200  Leonard St,Syracuse,12/11/17,4:04 AM
Larceny,500  Butternut St,Syracuse,11/25/17,4:04 AM
Burglary,500  Ulster St,Syracuse,11/25/17,4:05 AM
Larceny,200  Milburn Dr,Syracuse,7/8/17,4:05 AM
Robbery,1400  Lemoyne Av,Syracuse,10/10/17,4:05 AM
Burglary,400  Oak St,Syracuse,9/11/17,4:07 AM
Vehicle theft,200  Hubbell Av,Syracuse,12/19/17,4:07 AM
Larceny,300  Jamesville Av,Syracuse,11/14/17,4:08 AM
Burglary,7900  Route 31,Bridgeport,8/31/17,4:09 AM
Burglary,300  W  Fayette St,Syracuse,7/16/17,4:10 AM
Larceny,300  Raphael Av,Syracuse,1/28/18,4:11 AM
Larceny,100  Bass St,Liverpool,10/22/17,4:11 AM
Larceny,400  S  Franklin St,Syracuse,8/18/17,4:11 AM
Larceny,200  N  State St,Syracuse,6/8/17,4:13 AM
Burglary,100  Wolf St,Syracuse,9/15/17,4:14 AM
Larceny,1000  Meadowbrook Dr,Syracuse,7/29/17,4:14 AM
Vehicle theft,1500  Nb Route 481,Syracuse,7/11/17,4:14 AM
Burglary,100  E  Brighton Av,Syracuse,11/19/17,4:15 AM
Burglary,300  Mitchell Av,Syracuse,11/6/17,4:15 AM
Larceny,300  W  Pleasant Av,Syracuse,2/1/18,4:15 AM
Larceny,200  Hayden Av,Syracuse,7/31/17,4:17 AM
Larceny,500  Butternut St,Syracuse,12/5/17,4:20 AM
Larceny,6000  Corporate Dr,East Syracuse,8/14/17,4:20 AM
Larceny,100  Slayton Av,Syracuse,6/13/17,4:20 AM
Aggravated assault,700  E Adams St,Syracuse,1/20/18,4:21 AM
Aggravated assault,2700  Midland Av,Syracuse,8/19/17,4:22 AM
Burglary,200  Harriette Av,Syracuse,9/7/17,4:22 AM
Burglary,100  S Main St,Syracuse,6/17/17,4:22 AM
Aggravated assault,700  E  Adams St,Syracuse,12/29/17,4:23 AM
Aggravated assault,1100  Cannon St,Syracuse,7/5/17,4:25 AM
Burglary,2100  Park St,Syracuse,11/17/17,4:25 AM
Larceny,900  E  Brighton Av,Syracuse,2/14/18,4:25 AM
Robbery,0  W  Onondaga St,Syracuse,8/16/17,4:25 AM
Vehicle theft,900  Lemoyne Av,Syracuse,1/24/18,4:25 AM
Vehicle theft,100  John St,Syracuse,9/5/17,4:27 AM
Larceny,7900  Oswego Rd,Liverpool,12/3/17,4:28 AM
Larceny,8600  Bayview Dr,Cicero,9/11/17,4:28 AM
Robbery,700  E  Adams St,Syracuse,8/6/17,4:28 AM
Burglary,500  S  Salina St,Syracuse,3/1/18,4:29 AM
Aggravated assault,2700  James St,Syracuse,10/14/17,4:30 AM
Burglary,300  First North St,Syracuse,12/1/17,4:30 AM
Larceny,100  Seymour St,Syracuse,12/16/17,4:30 AM
Larceny,100  Roney Ln,Syracuse,9/10/17,4:30 AM
Larceny,100  Roney Ln,Syracuse,6/21/17,4:30 AM
Robbery,200  W  Genesee St,Syracuse,11/24/17,4:30 AM
Vehicle theft,200  Village Dr,Syracuse,9/30/17,4:30 AM
Vehicle theft,600  Gifford St,Syracuse,6/24/17,4:30 AM
Burglary,700  Oswego St,Syracuse,10/22/17,4:31 AM
Robbery,200  Wyoming St,Syracuse,11/27/17,4:32 AM
Larceny,0  Caton Dr,Syracuse,1/23/18,4:34 AM
Burglary,1900  South Av,Syracuse,11/7/17,4:35 AM
Larceny,700  Hamilton St,Syracuse,9/30/17,4:35 AM
Burglary,1800  W  Genesee St,Syracuse,7/25/17,4:36 AM
Larceny,0  Cedarwood Blvd,Baldwinsville,11/4/17,4:36 AM
Burglary,300  E  Division St,Syracuse,11/22/17,4:38 AM
Burglary,200  Woodlawn Ter,Syracuse,11/1/17,4:39 AM
Burglary,500  E  Willow St,Syracuse,8/3/17,4:39 AM
Larceny,6500  Old Collamer Rd S,East Syracuse,12/6/17,4:39 AM
Burglary,200  Wilkinson St,Syracuse,7/27/17,4:40 AM
Larceny,400  Old Liverpool Rd,Liverpool,2/24/18,4:40 AM
Larceny,2000  James St,Syracuse,10/21/17,4:40 AM
Larceny,4200  Long Branch Rd,Liverpool,10/18/17,4:40 AM
Burglary,700  Erie Blvd W,Syracuse,7/6/17,4:41 AM
Larceny,1100  N  Salina St,Syracuse,6/11/17,4:42 AM
Aggravated assault,300  Church St,Syracuse,7/5/17,4:43 AM
Burglary,5100  Ley Creek Dr,Liverpool,8/10/17,4:44 AM
Larceny,100  Latimer Ter,Syracuse,10/7/17,4:45 AM
Burglary,100  Delaware St,Syracuse,3/11/18,4:48 AM
Vehicle theft,5900  Farrington Rd,Cicero,9/20/17,4:50 AM
Vehicle theft,100  Valley Dr,Syracuse,8/12/17,4:50 AM
Larceny,4100  Tommys Trl,Liverpool,9/22/17,4:52 AM
Burglary,100  Edna Rd,Syracuse,9/24/17,4:54 AM
Burglary,1000  Erie Blvd E,Syracuse,11/21/17,4:55 AM
Burglary,4600  S  Salina St,Syracuse,10/24/17,4:55 AM
Burglary,1  Destiny Usa Dr,Syracuse,6/14/17,4:55 AM
Larceny,1  Destiny Usa Dr,Syracuse,1/14/18,4:55 AM
Larceny,0  Lansdowne Rd,Syracuse,9/26/17,4:55 AM
Larceny,100  W Pleasant St,Manlius,7/10/17,4:55 AM
Larceny,600  Euclid Av,Syracuse,8/26/17,4:58 AM
Aggravated assault,1800  E  Fayette St,Syracuse,2/24/18,5:00 AM
Aggravated assault,800  Boulevard St,Syracuse,1/1/18,5:00 AM
Aggravated assault,900  Burnet Av,Syracuse,9/27/17,5:00 AM
Burglary,4300  Carrigan Cir,Syracuse,3/1/18,5:00 AM
Burglary,100  Titus Al,Syracuse,12/23/17,5:00 AM
